Date,Close
3/21/2005,2.083333
3/22/2005,2.045833
3/23/2005,2.09
3/24/2005,2.094167
3/28/2005,2.070833
3/29/2005,2.025
3/30/2005,2.025
3/31/2005,1.98
4/1/2005,1.960833
4/4/2005,1.949167
4/5/2005,1.915
4/6/2005,1.944167
4/7/2005,1.98
4/8/2005,1.954167
4/11/2005,1.915833
4/12/2005,1.939167
4/13/2005,1.858333
4/14/2005,1.843333
4/15/2005,1.779167
4/18/2005,1.766667
4/19/2005,1.828333
4/20/2005,1.7725
4/21/2005,1.870833
4/22/2005,1.853333
4/25/2005,1.8825
4/26/2005,1.874167
4/27/2005,1.8025
4/28/2005,1.808333
4/29/2005,1.8275
5/2/2005,1.820833
5/3/2005,1.810833
5/4/2005,1.868333
5/5/2005,1.905
5/6/2005,1.930833
5/9/2005,1.966667
5/10/2005,1.89
5/11/2005,1.858333
5/12/2005,1.899167
5/13/2005,2.110833
5/16/2005,2.118333
5/17/2005,2.141667
5/18/2005,2.1575
5/19/2005,2.153333
5/20/2005,2.191667
5/23/2005,2.2425
5/24/2005,2.274167
5/25/2005,2.245
5/26/2005,2.308333
5/27/2005,2.293333
5/31/2005,2.258333
6/1/2005,2.279167
6/2/2005,2.364167
6/3/2005,2.358333
6/6/2005,2.335833
6/7/2005,2.279167
6/8/2005,2.263333
6/9/2005,2.358333
6/10/2005,2.331667
6/13/2005,2.383333
6/14/2005,2.2425
6/15/2005,2.235833
6/16/2005,2.2475
6/17/2005,2.2425
6/20/2005,2.276667
6/21/2005,2.298333
6/22/2005,2.295833
6/23/2005,2.331667
6/24/2005,2.2575
6/27/2005,2.239167
6/28/2005,2.253333
6/29/2005,2.2325
6/30/2005,2.226667
7/1/2005,2.236667
7/5/2005,2.271667
7/6/2005,2.3325
7/7/2005,2.315833
7/8/2005,2.345
7/11/2005,2.38
7/12/2005,2.366667
7/13/2005,2.37
7/14/2005,2.265
7/15/2005,2.240833
7/18/2005,2.185
7/19/2005,2.215
7/20/2005,2.248333
7/21/2005,2.21
7/22/2005,2.1525
7/25/2005,2.165
7/26/2005,2.21
7/27/2005,2.255
7/28/2005,2.2725
7/29/2005,2.255
8/1/2005,2.289167
8/2/2005,2.32
8/3/2005,2.32
8/4/2005,2.295833
8/5/2005,2.354167
8/8/2005,2.3625
8/9/2005,2.356667
8/10/2005,2.321667
8/11/2005,2.354167
8/12/2005,2.495833
8/15/2005,2.559167
8/16/2005,2.515833
8/17/2005,2.515833
8/18/2005,2.450833
8/19/2005,2.433333
8/22/2005,2.413333
8/23/2005,2.429167
8/24/2005,2.430833
8/25/2005,2.4475
8/26/2005,2.41
8/29/2005,2.414167
8/30/2005,2.500833
8/31/2005,2.556667
9/1/2005,2.5575
9/2/2005,2.515833
9/6/2005,2.536667
9/7/2005,2.6175
9/8/2005,2.648333
9/9/2005,2.6825
9/12/2005,2.673333
9/13/2005,2.754167
9/14/2005,2.720833
9/15/2005,2.769167
9/16/2005,2.770833
9/19/2005,2.731667
9/20/2005,2.785
9/21/2005,2.760833
9/22/2005,2.686667
9/23/2005,2.725833
9/26/2005,2.748333
9/27/2005,2.7575
9/28/2005,2.774167
9/29/2005,2.831667
9/30/2005,2.856667
10/3/2005,2.935
10/4/2005,2.896667
10/5/2005,2.800833
10/6/2005,2.790833
10/7/2005,2.755
10/10/2005,2.685
10/11/2005,2.651667
10/12/2005,2.683333
10/13/2005,2.669167
10/14/2005,2.669167
10/17/2005,2.695
10/18/2005,2.650833
10/19/2005,2.628333
10/20/2005,2.646667
10/21/2005,2.661667
10/24/2005,2.734167
10/25/2005,2.751667
10/26/2005,2.676667
10/27/2005,2.620833
10/28/2005,2.701667
10/31/2005,2.795833
11/1/2005,2.761667
11/2/2005,2.921667
11/3/2005,2.8875
11/4/2005,2.838333
11/7/2005,2.825833
11/8/2005,2.773333
11/9/2005,2.898333
11/10/2005,2.790833
11/11/2005,2.836667
11/14/2005,2.896667
11/15/2005,2.903333
11/16/2005,2.893333
11/17/2005,3.021667
11/18/2005,3.015833
11/21/2005,3.069167
11/22/2005,3.150833
11/23/2005,3.141667
11/25/2005,3.1725
11/28/2005,3.156667
11/29/2005,2.956667
11/30/2005,3.0125
12/1/2005,3.048333
12/2/2005,3.049167
12/5/2005,2.9925
12/6/2005,3.005
12/7/2005,3.01
12/8/2005,2.985833
12/9/2005,3.028333
12/12/2005,3.0725
12/13/2005,3.1125
12/14/2005,3.083333
12/15/2005,3.044167
12/16/2005,3.070833
12/19/2005,3.02
12/20/2005,3.018333
12/21/2005,3.0125
12/22/2005,3.104167
12/23/2005,3.128333
12/27/2005,3.1475
12/28/2005,3.176667
12/29/2005,3.105833
12/30/2005,3.046667
1/3/2006,3.185
1/4/2006,3.274167
1/5/2006,3.348333
1/6/2006,3.403333
1/9/2006,3.498333
1/10/2006,3.499167
1/11/2006,3.625833
1/12/2006,3.574167
1/13/2006,3.5425
1/17/2006,3.54
1/18/2006,3.558333
1/19/2006,3.755833
1/20/2006,3.650833
1/23/2006,3.671667
1/24/2006,3.69
1/25/2006,3.6575
1/26/2006,3.7825
1/27/2006,3.854167
1/30/2006,3.810833
1/31/2006,3.746667
2/1/2006,3.749167
2/2/2006,3.635
2/3/2006,3.668333
2/6/2006,3.771667
2/7/2006,3.6375
2/8/2006,3.7425
2/9/2006,3.679167
2/10/2006,3.658333
2/13/2006,3.670833
2/14/2006,3.6775
2/15/2006,3.748333
2/16/2006,3.933333
2/17/2006,3.955833
2/21/2006,3.871667
2/22/2006,3.865
2/23/2006,3.805833
2/24/2006,3.805
2/27/2006,3.959167
2/28/2006,3.9275
3/1/2006,4.076667
3/2/2006,4.0825
3/3/2006,4.096667
3/6/2006,4.088333
3/7/2006,4.018333
3/8/2006,3.998333
3/9/2006,4.019167
3/10/2006,3.949167
3/13/2006,3.996667
3/14/2006,4.1075
3/15/2006,4.173333
3/16/2006,4.031667
3/17/2006,4.064167
3/20/2006,4.033333
3/21/2006,4.2325
3/22/2006,4.110833
3/23/2006,4.1875
3/24/2006,4.329167
3/27/2006,4.445833
3/28/2006,4.514167
3/29/2006,4.756667
3/30/2006,4.789167
3/31/2006,4.771667
4/3/2006,4.825
4/4/2006,5.050833
4/5/2006,5.091667
4/6/2006,5.101667
4/7/2006,5.088333
4/10/2006,5
4/11/2006,4.878333
4/12/2006,5.075
4/13/2006,4.933333
4/17/2006,4.946667
4/18/2006,4.83
4/19/2006,4.86
4/20/2006,4.853333
4/21/2006,4.678333
4/24/2006,4.821667
4/25/2006,4.818333
4/26/2006,4.785
4/27/2006,4.861667
4/28/2006,4.87
5/1/2006,5.15
5/2/2006,5.143333
5/3/2006,5.176667
5/4/2006,5.143333
5/5/2006,5.213333
5/8/2006,5.19
5/9/2006,5.031667
5/10/2006,4.92
5/11/2006,4.745
5/12/2006,4.388333
5/15/2006,4.451667
5/16/2006,4.335
5/17/2006,4.16
5/18/2006,3.971667
5/19/2006,4.055
5/22/2006,4
5/23/2006,3.956667
5/24/2006,4.008333
5/25/2006,3.986667
5/26/2006,3.995
5/30/2006,3.828333
5/31/2006,3.83
6/1/2006,4.03
6/2/2006,3.971667
6/5/2006,3.805
6/6/2006,3.703333
6/7/2006,3.636667
6/8/2006,3.57
6/9/2006,3.558333
6/12/2006,3.361667
6/13/2006,3.31
6/14/2006,3.406667
6/15/2006,3.705
6/16/2006,3.61
6/19/2006,3.501667
6/20/2006,3.446667
6/21/2006,3.485
6/22/2006,3.383333
6/23/2006,3.385
6/26/2006,3.353333
6/27/2006,3.246667
6/28/2006,3.426667
6/29/2006,3.581667
6/30/2006,3.548333
7/3/2006,3.6
7/5/2006,3.438333
7/6/2006,3.331667
7/7/2006,3.228333
7/10/2006,3.088333
7/11/2006,3.191667
7/12/2006,3.038333
7/13/2006,2.96
7/14/2006,2.945
7/17/2006,2.968333
7/18/2006,3.13
7/19/2006,3.266667
7/20/2006,3.201667
7/21/2006,2.961667
7/24/2006,3.26
