Date,Close
3/21/2005,20.16
3/22/2005,20.035
3/23/2005,19.455
3/24/2005,19.360001
3/28/2005,19.315001
3/29/2005,18.93
3/30/2005,19.42
3/31/2005,19.805
4/1/2005,20.004999
4/4/2005,19.58
4/5/2005,19.465
4/6/2005,19.48
4/7/2005,19.465
4/8/2005,19.219999
4/11/2005,19.08
4/12/2005,19.245001
4/13/2005,18.254999
4/14/2005,17.41
4/15/2005,17.09
4/18/2005,17.6
4/19/2005,18.094999
4/20/2005,18.004999
4/21/2005,18.049999
4/22/2005,18.120001
4/25/2005,18.594999
4/26/2005,18.049999
4/27/2005,17.43
4/28/2005,16.985001
4/29/2005,17.33
5/2/2005,17.389999
5/3/2005,17.695
5/4/2005,18.014999
5/5/2005,18.145
5/6/2005,18.125
5/9/2005,18.135
5/10/2005,17.77
5/11/2005,17.625
5/12/2005,16.535
5/13/2005,16.030001
5/16/2005,16.040001
5/17/2005,16.75
5/18/2005,17.215
5/19/2005,17.16
5/20/2005,16.879999
5/23/2005,16.955
5/24/2005,17.299999
5/25/2005,17.309999
5/26/2005,17.469999
5/27/2005,17.77
5/31/2005,17.65
6/1/2005,18.040001
6/2/2005,18.125
6/3/2005,18.41
6/6/2005,18.09
6/7/2005,17.809999
6/8/2005,17.48
6/9/2005,17.49
6/10/2005,17.865
6/13/2005,17.995001
6/14/2005,17.695
6/15/2005,18.34
6/16/2005,19
6/17/2005,19.27
6/20/2005,18.764999
6/21/2005,18.65
6/22/2005,18.459999
6/23/2005,18.139999
6/24/2005,18.34
6/27/2005,18.370001
6/28/2005,18.575001
6/29/2005,18.950001
6/30/2005,18.719999
7/1/2005,18.965
7/5/2005,18.99
7/6/2005,19.184999
7/7/2005,19.110001
7/8/2005,19.405001
7/11/2005,19.715
7/12/2005,19.6
7/13/2005,19.665001
7/14/2005,19.365
7/15/2005,19.299999
7/18/2005,19.325001
7/19/2005,19.379999
7/20/2005,19.815001
7/21/2005,20.040001
7/22/2005,20.15
7/25/2005,20.174999
7/26/2005,19.74
7/27/2005,19.834999
7/28/2005,20.004999
7/29/2005,20.139999
8/1/2005,20.275
8/2/2005,20.58
8/3/2005,20.885
8/4/2005,20.889999
8/5/2005,20.51
8/8/2005,20.504999
8/9/2005,20.465
8/10/2005,20.955
8/11/2005,21.575001
8/12/2005,21.674999
8/15/2005,21.65
8/16/2005,21.27
8/17/2005,20.379999
8/18/2005,20.405001
8/19/2005,20.559999
8/22/2005,20.719999
8/23/2005,20.4
8/24/2005,19.93
8/25/2005,20.120001
8/26/2005,19.924999
8/29/2005,20.4
8/30/2005,20.58
8/31/2005,21.084999
9/1/2005,21.66
9/2/2005,21.485001
9/6/2005,21.49
9/7/2005,21.344999
9/8/2005,21.450001
9/9/2005,21.865
9/12/2005,22.145
9/13/2005,21.174999
9/14/2005,21.475
9/15/2005,21.49
9/16/2005,21.9
9/19/2005,22.225
9/20/2005,22.165001
9/21/2005,22.639999
9/22/2005,22.51
9/23/2005,22.879999
9/26/2005,23.525
9/27/2005,23.51
9/28/2005,24.155001
9/29/2005,24.485001
9/30/2005,24.295
10/3/2005,24.110001
10/4/2005,23.495001
10/5/2005,22.540001
10/6/2005,22.825001
10/7/2005,23.51
10/10/2005,23.360001
10/11/2005,23.855
10/12/2005,22.99
10/13/2005,22.934999
10/14/2005,23.075001
10/17/2005,23.969999
10/18/2005,23.200001
10/19/2005,23.459999
10/20/2005,22.51
10/21/2005,23.1
10/24/2005,24.065001
10/25/2005,24.245001
10/26/2005,24.309999
10/27/2005,23.91
10/28/2005,24.68
10/31/2005,24.709999
11/1/2005,25.004999
11/2/2005,25.475
11/3/2005,25.594999
11/4/2005,25.139999
11/7/2005,24.934999
11/8/2005,24.91
11/9/2005,25.09
11/10/2005,25.025
11/11/2005,25.485001
11/14/2005,25.299999
11/15/2005,24.915001
11/16/2005,25.9
11/17/2005,25.959999
11/18/2005,25.684999
11/21/2005,26.014999
11/22/2005,26.27
11/23/2005,25.865
11/25/2005,26.615
11/28/2005,26.219999
11/29/2005,26.030001
11/30/2005,26.055
12/1/2005,27.17
12/2/2005,26.85
12/5/2005,27.219999
12/6/2005,27.49
12/7/2005,27.389999
12/8/2005,27.68
12/9/2005,27.530001
12/12/2005,27.299999
12/13/2005,27.504999
12/14/2005,26.575001
12/15/2005,26.725
12/16/2005,26.9
12/19/2005,26.5
12/20/2005,26.26
12/21/2005,26.885
12/22/2005,27.575001
12/23/2005,27.555
12/27/2005,26.745001
12/28/2005,27.440001
12/29/2005,27.57
12/30/2005,26.9
1/3/2006,28.24
1/4/2006,29.875
1/5/2006,28.9
1/6/2006,29.52
1/9/2006,29.295
1/10/2006,30.469999
1/11/2006,30.16
1/12/2006,29.575001
1/13/2006,30.375
1/17/2006,30.885
1/18/2006,29.325001
1/19/2006,29.465
1/20/2006,28.690001
1/23/2006,29.15
1/24/2006,30.110001
1/25/2006,30.235001
1/26/2006,30.9
1/27/2006,31.485001
1/30/2006,31.65
1/31/2006,32.125
2/1/2006,32.154999
2/2/2006,31.219999
2/3/2006,30.83
2/6/2006,31.299999
2/7/2006,29.01
2/8/2006,28.629999
2/9/2006,28.415001
2/10/2006,25.965
2/13/2006,25.475
2/14/2006,26.24
2/15/2006,25.135
2/16/2006,26.139999
2/17/2006,26.475
2/21/2006,27.215
2/22/2006,27.52
2/23/2006,25.815001
2/24/2006,26.434999
2/27/2006,25.73
2/28/2006,25.315001
3/1/2006,26.01
3/2/2006,26.855
3/3/2006,26.775
3/6/2006,25.940001
3/7/2006,25.110001
3/8/2006,24.245001
3/9/2006,24.174999
3/10/2006,25.055
3/13/2006,24.885
3/14/2006,25.959999
3/15/2006,26.65
3/16/2006,26.365
3/17/2006,26.610001
3/20/2006,26.315001
3/21/2006,25.5
3/22/2006,25.84
3/23/2006,26.389999
3/24/2006,26.844999
3/27/2006,28.094999
3/28/2006,28.35
3/29/2006,29.85
3/30/2006,30.575001
3/31/2006,29.885
4/3/2006,30.74
4/4/2006,31.094999
4/5/2006,32.049999
4/6/2006,32.154999
4/7/2006,30.5
4/10/2006,31.040001
4/11/2006,30.809999
4/12/2006,31.325001
4/13/2006,31.775
4/17/2006,32.595001
4/18/2006,34.785
4/19/2006,36.044998
4/20/2006,33.84
4/21/2006,33.25
4/24/2006,32.950001
4/25/2006,33.384998
4/26/2006,32.785
4/27/2006,31.639999
4/28/2006,32.290001
5/1/2006,32.685001
5/2/2006,32.375
5/3/2006,31.565001
5/4/2006,33.099998
5/5/2006,33.235001
5/8/2006,33.305
5/9/2006,34.735001
5/10/2006,34.91
5/11/2006,34.110001
5/12/2006,32.709999
5/15/2006,30.75
5/16/2006,30.315001
5/17/2006,28.469999
5/18/2006,27.475
5/19/2006,27.375
5/22/2006,27.135
5/23/2006,27.764999
5/24/2006,26.540001
5/25/2006,28.004999
5/26/2006,28.344999
5/30/2006,27.254999
5/31/2006,27.995001
6/1/2006,27.83
6/2/2006,28.370001
6/5/2006,25.955
6/6/2006,26.405001
6/7/2006,25.625
6/8/2006,24.965
6/9/2006,24.514999
6/12/2006,23.73
6/13/2006,21.875
6/14/2006,22.85
6/15/2006,24.52
6/16/2006,24.15
6/19/2006,23.485001
6/20/2006,23.719999
6/21/2006,24.615
6/22/2006,24.594999
6/23/2006,24.9
6/26/2006,25.4
6/27/2006,24.9
6/28/2006,25.07
6/29/2006,27.629999
6/30/2006,27.705
7/3/2006,29.264999
7/5/2006,28.35
7/6/2006,28.780001
7/7/2006,28.07
7/10/2006,28.325001
7/11/2006,28.445
7/12/2006,28.075001
7/13/2006,26.59
7/14/2006,27.200001
7/17/2006,25.785
7/18/2006,25.92
7/19/2006,27.174999
7/20/2006,25.605
7/21/2006,25.25
7/24/2006,25.5
7/25/2006,26.049999
7/26/2006,26.129999
7/27/2006,25.73
7/28/2006,26.450001
7/31/2006,27.280001
8/1/2006,27.565001
8/2/2006,28.16
8/3/2006,27.889999
8/4/2006,27.565001
8/7/2006,28
8/8/2006,27.195
8/9/2006,27.25
8/10/2006,27.115
8/11/2006,26.75
8/14/2006,26.555
8/15/2006,27.09
8/16/2006,27.360001
8/17/2006,26.790001
8/18/2006,27.285
8/21/2006,28.575001
8/22/2006,28.450001
8/23/2006,28.334999
8/24/2006,28.32
8/25/2006,28.700001
8/28/2006,28.295
8/29/2006,28.51
8/30/2006,28.540001
8/31/2006,29.105
9/1/2006,29.68
9/5/2006,30.795
9/6/2006,30.174999
9/7/2006,29.655001
9/8/2006,29.155001
9/11/2006,26.975
9/12/2006,26.695
9/13/2006,27.174999
9/14/2006,26
9/15/2006,26.049999
9/18/2006,26.719999
9/19/2006,25.629999
9/20/2006,25.365
9/21/2006,25.805
9/22/2006,25.395
9/25/2006,25.719999
9/26/2006,26.75
9/27/2006,27.094999
9/28/2006,26.75
9/29/2006,26.629999
10/2/2006,26.735001
10/3/2006,24.75
10/4/2006,24.52
10/5/2006,25.82
10/6/2006,26.395
10/9/2006,26.875
10/10/2006,27.195
10/11/2006,26.775
10/12/2006,27.5
10/13/2006,28.25
10/16/2006,28.995001
10/17/2006,28.995001
10/18/2006,28.209999
10/19/2006,29.059999
10/20/2006,28.245001
10/23/2006,29.275
10/24/2006,29.91
10/25/2006,29.885
10/26/2006,29.700001
10/27/2006,29.525
10/30/2006,29.6
10/31/2006,30.24
11/1/2006,29.844999
11/2/2006,30.125
11/3/2006,30.575001
11/6/2006,30.665001
11/7/2006,30.365
11/8/2006,29.525
11/9/2006,30.415001
11/10/2006,29.41
11/13/2006,28.965
11/14/2006,28.495001
11/15/2006,28.775
11/16/2006,28.08
11/17/2006,28.700001
11/20/2006,27.815001
11/21/2006,29.205
11/22/2006,30.9
11/24/2006,30.93
11/27/2006,30.725
11/28/2006,30.4
11/29/2006,30.82
11/30/2006,31.434999
12/1/2006,30.75
12/4/2006,30.465
12/5/2006,30.870001
12/6/2006,31
12/7/2006,30.959999
12/8/2006,30.905001
12/11/2006,30.674999
12/12/2006,29.719999
12/13/2006,29.415001
12/14/2006,29.865
12/15/2006,30.040001
12/18/2006,29.375
12/19/2006,30.055
12/20/2006,29.190001
12/21/2006,27.424999
12/22/2006,26.92
12/26/2006,27.27
12/27/2006,28.065001
12/28/2006,27.98
12/29/2006,27.865
1/3/2007,25.245001
1/4/2007,25.48
1/5/2007,25.74
1/8/2007,26.125
1/9/2007,25.950001
1/10/2007,26.594999
1/11/2007,26.895
1/12/2007,27.504999
1/16/2007,26.700001
1/17/2007,26.745001
1/18/2007,26.290001
1/19/2007,26.975
1/22/2007,26.375
1/23/2007,27.485001
1/24/2007,28.17
1/25/2007,29.190001
1/26/2007,29.245001
1/29/2007,27.545
1/30/2007,28.25
1/31/2007,28.754999
2/1/2007,28.385
2/2/2007,27.620001
2/5/2007,27.280001
2/6/2007,27.205
2/7/2007,26.98
2/8/2007,26.715
2/9/2007,26.825001
2/12/2007,26.625
2/13/2007,28.094999
2/14/2007,28.315001
2/15/2007,28.92
2/16/2007,28.780001
2/20/2007,28.245001
2/21/2007,29.24
2/22/2007,29.780001
2/23/2007,29.955
2/26/2007,30.959999
2/27/2007,27.875
2/28/2007,28.705
3/1/2007,28.110001
3/2/2007,27.315001
3/5/2007,26.545
3/6/2007,27.719999
3/7/2007,28.094999
3/8/2007,28.825001
3/9/2007,28.370001
3/12/2007,28.969999
3/13/2007,28.01
3/14/2007,28.190001
3/15/2007,30.08
3/16/2007,30.355
3/19/2007,31.219999
3/20/2007,31.18
3/21/2007,31.285
3/22/2007,30.955
3/23/2007,31.15
3/26/2007,32.349998
3/27/2007,32.360001
3/28/2007,32.105
3/29/2007,32.674999
3/30/2007,33.095001
4/2/2007,33.365002
4/3/2007,33.700001
4/4/2007,33.799999
4/5/2007,33.785
4/9/2007,34.490002
4/10/2007,35.23
4/11/2007,34.965
4/12/2007,34.924999
4/13/2007,35.584999
4/16/2007,35.555
4/17/2007,35.669998
4/18/2007,35.075001
4/19/2007,34.57
4/20/2007,35.005001
4/23/2007,35.18
4/24/2007,34.68
4/25/2007,35
4/26/2007,34.23
4/27/2007,34.005001
4/30/2007,33.580002
5/1/2007,33.68
5/2/2007,34.334999
5/3/2007,35.349998
5/4/2007,35.814999
5/7/2007,36.075001
5/8/2007,35.764999
5/9/2007,36.5
5/10/2007,35.514999
5/11/2007,36.459999
5/14/2007,35.834999
5/15/2007,35.985001
5/16/2007,35.645
5/17/2007,35.470001
5/18/2007,35.575001
5/21/2007,36.189999
5/22/2007,35.674999
5/23/2007,36.875
5/24/2007,36.145
5/25/2007,37.305
5/29/2007,37.919998
5/30/2007,38.884998
5/31/2007,39.349998
6/1/2007,39.75
